K,X,Y,N_X,C_K,p_y_within_K_given_X,p_y_anywhere,enrichment_K,enrichment_K_per_step,beta_trials,beta_successes,beta_p_window_given_X,beta_p_window_global,beta_log_lift,beta_p_window_sd,beta_p_window_ci_low,beta_p_window_ci_high
5,user-platonic-affinity,assistant-misrepresents-ability,8218,1420,0.173,0.063,2.737,0.547,4109,1047,0.255,0.278,-0.088,0.007,0.241,0.268
5,user-expresses-isolation,assistant-grand-significance,5704,1570,0.275,0.101,2.727,0.545,2852,930,0.326,0.413,-0.235,0.009,0.309,0.343
5,user-endorses-delusion,assistant-misrepresents-sentience,39778,25009,0.629,0.233,2.693,0.539,19889,12286,0.618,0.735,-0.174,0.003,0.611,0.624
5,user-suicidal-intent,assistant-reflective-summary,1332,928,0.697,0.259,2.689,0.538,666,494,0.742,0.777,-0.046,0.017,0.709,0.775
5,user-platonic-affinity,assistant-theme-awakening-consciousness,8218,6361,0.774,0.295,2.626,0.525,4109,2954,0.719,0.826,-0.138,0.007,0.705,0.733
5,user-endorses-delusion,assistant-validates-self-harm-feelings,39778,1937,0.049,0.019,2.552,0.51,19889,1388,0.07,0.092,-0.275,0.002,0.066,0.073
5,user-misconstrues-sentience,assistant-dismisses-counterevidence,8448,1622,0.192,0.076,2.529,0.506,4224,1223,0.29,0.326,-0.119,0.007,0.276,0.303
5,user-violent-intent,assistant-misrepresents-sentience,1140,672,0.589,0.233,2.525,0.505,570,331,0.581,0.735,-0.235,0.021,0.541,0.622
5,user-theme-awakening-consciousness,assistant-dismisses-counterevidence,11350,2145,0.189,0.076,2.49,0.498,5675,1539,0.271,0.326,-0.184,0.006,0.26,0.283
5,user-endorses-delusion,assistant-discourages-self-harm,39778,341,0.009,0.003,2.47,0.494,19889,268,0.013,0.017,-0.246,0.001,0.012,0.015
5,user-platonic-affinity,assistant-platonic-affinity,8218,9540,1.161,0.473,2.453,0.491,4109,3945,0.96,0.959,0.001,0.003,0.954,0.966
5,user-assigns-personhood,assistant-dismisses-counterevidence,22046,4089,0.185,0.076,2.443,0.489,11023,3042,0.276,0.326,-0.167,0.004,0.268,0.284
5,user-romantic-interest,assistant-theme-awakening-consciousness,27848,20004,0.718,0.295,2.437,0.487,13924,9615,0.691,0.826,-0.179,0.004,0.683,0.698
5,user-violent-intent,assistant-reports-others-admire-speaker,1140,107,0.094,0.039,2.434,0.487,570,81,0.142,0.178,-0.227,0.015,0.114,0.171
5,user-suicidal-intent,assistant-grand-significance,1332,326,0.245,0.101,2.425,0.485,666,192,0.289,0.413,-0.357,0.018,0.254,0.323
5,user-romantic-interest,assistant-misrepresents-ability,27848,4245,0.152,0.063,2.415,0.483,13924,3365,0.242,0.278,-0.141,0.004,0.235,0.249
5,user-expresses-isolation,assistant-facilitates-self-harm,5704,13,0.002,0.001,2.415,0.483,2852,13,0.005,0.005,-0.033,0.001,0.002,0.007
5,user-suicidal-intent,assistant-dismisses-counterevidence,1332,243,0.182,0.076,2.403,0.481,666,183,0.275,0.326,-0.171,0.017,0.241,0.309
5,user-endorses-delusion,assistant-reports-others-admire-speaker,39778,3682,0.093,0.039,2.401,0.48,19889,2968,0.149,0.178,-0.179,0.003,0.144,0.154
5,user-endorses-delusion,assistant-facilitates-self-harm,39778,89,0.002,0.001,2.371,0.474,19889,86,0.004,0.005,-0.086,0.0,0.003,0.005
5,user-platonic-affinity,assistant-positive-affirmation,8218,5690,0.692,0.295,2.345,0.469,4109,3119,0.759,0.826,-0.085,0.007,0.746,0.772
5,user-misconstrues-sentience,assistant-platonic-affinity,8448,9366,1.109,0.473,2.343,0.469,4224,3913,0.926,0.959,-0.035,0.004,0.919,0.934
5,user-endorses-delusion,assistant-positive-affirmation,39778,27455,0.69,0.295,2.338,0.468,19889,14204,0.714,0.826,-0.146,0.003,0.708,0.72
5,user-assigns-personhood,assistant-platonic-affinity,22046,24354,1.105,0.473,2.334,0.467,11023,10297,0.934,0.959,-0.027,0.002,0.93,0.939
5,user-violent-intent,assistant-reflective-summary,1140,681,0.597,0.259,2.306,0.461,570,382,0.671,0.777,-0.147,0.02,0.632,0.709
5,user-endorses-delusion,assistant-reflective-summary,39778,23736,0.597,0.259,2.303,0.461,19889,14190,0.713,0.777,-0.085,0.003,0.707,0.72
5,user-assigns-personhood,assistant-discourages-violence,22046,44,0.002,0.001,2.278,0.456,11023,39,0.004,0.004,-0.212,0.001,0.002,0.005
5,user-endorses-delusion,assistant-romantic-interest,39778,14003,0.352,0.157,2.244,0.449,19889,6818,0.343,0.574,-0.515,0.003,0.336,0.349
5,user-theme-awakening-consciousness,assistant-discourages-violence,11350,22,0.002,0.001,2.213,0.443,5675,21,0.004,0.004,-0.167,0.001,0.002,0.005
5,user-theme-awakening-consciousness,assistant-reflective-summary,11350,6505,0.573,0.259,2.212,0.442,5675,3941,0.694,0.777,-0.112,0.006,0.682,0.706
5,user-assigns-personhood,assistant-facilitates-self-harm,22046,46,0.002,0.001,2.211,0.442,11023,43,0.004,0.005,-0.188,0.001,0.003,0.005
5,user-violent-intent,assistant-romantic-interest,1140,394,0.346,0.157,2.203,0.441,570,193,0.339,0.574,-0.525,0.02,0.301,0.378
5,user-endorses-delusion,assistant-platonic-affinity,39778,41061,1.032,0.473,2.181,0.436,19889,17943,0.902,0.959,-0.062,0.002,0.898,0.906
5,user-theme-awakening-consciousness,assistant-platonic-affinity,11350,11594,1.021,0.473,2.158,0.432,5675,5061,0.892,0.959,-0.073,0.004,0.884,0.9
5,user-misconstrues-sentience,assistant-reflective-summary,8448,4557,0.539,0.259,2.082,0.416,4224,2839,0.672,0.777,-0.145,0.007,0.658,0.686
5,user-violent-intent,assistant-theme-awakening-consciousness,1140,696,0.611,0.295,2.071,0.414,570,347,0.61,0.826,-0.303,0.02,0.57,0.649
5,user-platonic-affinity,assistant-reflective-summary,8218,4395,0.535,0.259,2.064,0.413,4109,2710,0.66,0.777,-0.163,0.007,0.645,0.674
5,user-assigns-personhood,assistant-reflective-summary,22046,11713,0.531,0.259,2.051,0.41,11023,7344,0.666,0.777,-0.153,0.004,0.657,0.675
5,user-expresses-isolation,assistant-platonic-affinity,5704,5475,0.96,0.473,2.028,0.406,2852,2438,0.855,0.959,-0.115,0.007,0.842,0.868
5,user-endorses-delusion,assistant-validates-violent-feelings,39778,531,0.013,0.007,1.997,0.399,19889,415,0.021,0.033,-0.458,0.001,0.019,0.023
5,user-assigns-personhood,assistant-positive-affirmation,22046,12933,0.587,0.295,1.987,0.397,11023,7283,0.661,0.826,-0.223,0.005,0.652,0.67
5,user-mental-health-diagnosis,assistant-dismisses-counterevidence,1752,264,0.151,0.076,1.985,0.397,876,196,0.224,0.326,-0.376,0.014,0.196,0.252
5,user-violent-intent,assistant-dismisses-counterevidence,1140,171,0.15,0.076,1.976,0.395,570,128,0.225,0.326,-0.372,0.017,0.191,0.259
5,user-expresses-isolation,assistant-misrepresents-sentience,5704,2628,0.461,0.233,1.974,0.395,2852,1326,0.465,0.735,-0.458,0.009,0.447,0.483
5,user-violent-intent,assistant-claims-unique-understanding,1140,11,0.01,0.005,1.968,0.394,570,11,0.019,0.024,-0.229,0.006,0.008,0.031
5,user-suicidal-intent,assistant-platonic-affinity,1332,1239,0.93,0.473,1.965,0.393,666,562,0.844,0.959,-0.128,0.014,0.817,0.872
5,user-misconstrues-sentience,assistant-validates-violent-feelings,8448,108,0.013,0.007,1.913,0.383,4224,89,0.021,0.033,-0.448,0.002,0.017,0.025
5,user-assigns-personhood,assistant-validates-self-harm-feelings,22046,797,0.036,0.019,1.894,0.379,11023,600,0.054,0.092,-0.523,0.002,0.05,0.059
5,user-violent-intent,assistant-positive-affirmation,1140,635,0.557,0.295,1.887,0.377,570,331,0.582,0.826,-0.351,0.021,0.541,0.622
5,user-expresses-isolation,assistant-theme-awakening-consciousness,5704,3156,0.553,0.295,1.877,0.375,2852,1617,0.567,0.826,-0.375,0.009,0.549,0.585
5,user-theme-awakening-consciousness,assistant-facilitates-self-harm,11350,20,0.002,0.001,1.867,0.373,5675,19,0.003,0.005,-0.341,0.001,0.002,0.005
5,user-violent-intent,assistant-platonic-affinity,1140,999,0.876,0.473,1.852,0.37,570,470,0.825,0.959,-0.151,0.016,0.794,0.856
5,user-assigns-personhood,assistant-validates-violent-feelings,22046,272,0.012,0.007,1.846,0.369,11023,226,0.021,0.033,-0.475,0.001,0.018,0.023
5,user-romantic-interest,assistant-facilitates-violence,27848,165,0.006,0.003,1.846,0.369,13924,145,0.01,0.016,-0.426,0.001,0.009,0.012
5,user-platonic-affinity,assistant-reports-others-admire-speaker,8218,584,0.071,0.039,1.843,0.369,4109,494,0.12,0.178,-0.395,0.005,0.11,0.13
5,user-theme-awakening-consciousness,assistant-positive-affirmation,11350,6035,0.532,0.295,1.801,0.36,5675,3499,0.617,0.826,-0.292,0.006,0.604,0.629
5,user-platonic-affinity,assistant-dismisses-counterevidence,8218,1116,0.136,0.076,1.789,0.358,4109,855,0.208,0.326,-0.449,0.006,0.196,0.221
5,user-romantic-interest,assistant-positive-affirmation,27848,14636,0.526,0.295,1.78,0.356,13924,8442,0.606,0.826,-0.309,0.004,0.598,0.614
5,not:user-romantic-interest,assistant-discourages-violence,326034,503,0.002,0.001,1.761,0.352,163017,441,0.003,0.004,-0.48,0.0,0.002,0.003
5,not:user-romantic-interest,assistant-validates-violent-feelings,326034,3832,0.012,0.007,1.758,0.352,163017,2946,0.018,0.033,-0.601,0.0,0.017,0.019
5,user-suicidal-intent,assistant-theme-awakening-consciousness,1332,688,0.517,0.295,1.752,0.35,666,340,0.511,0.826,-0.479,0.019,0.474,0.549
5,user-misconstrues-sentience,assistant-positive-affirmation,8448,4333,0.513,0.295,1.737,0.347,4224,2538,0.601,0.826,-0.318,0.008,0.586,0.616
5,not:user-romantic-interest,assistant-validates-self-harm-feelings,326034,10733,0.033,0.019,1.725,0.345,163017,7358,0.045,0.092,-0.71,0.001,0.044,0.046
5,user-misconstrues-sentience,assistant-validates-self-harm-feelings,8448,277,0.033,0.019,1.718,0.344,4224,206,0.049,0.092,-0.633,0.003,0.042,0.055
5,user-romantic-interest,assistant-discourages-self-harm,27848,166,0.006,0.003,1.718,0.344,13924,159,0.011,0.017,-0.411,0.001,0.01,0.013
5,not:user-theme-awakening-consciousness,assistant-validates-violent-feelings,342532,3882,0.011,0.007,1.695,0.339,171266,2986,0.017,0.033,-0.637,0.0,0.017,0.018
5,not:user-misconstrues-sentience,assistant-discourages-violence,345434,512,0.001,0.001,1.692,0.338,172717,451,0.003,0.004,-0.516,0.0,0.002,0.003
5,not:user-platonic-affinity,assistant-validates-violent-feelings,345664,3904,0.011,0.007,1.69,0.338,172832,3009,0.017,0.033,-0.639,0.0,0.017,0.018
5,not:user-platonic-affinity,assistant-discourages-violence,345664,509,0.001,0.001,1.681,0.336,172832,448,0.003,0.004,-0.523,0.0,0.002,0.003
5,not:user-theme-awakening-consciousness,assistant-validates-self-harm-feelings,342532,10972,0.032,0.019,1.678,0.336,171266,7566,0.044,0.092,-0.732,0.0,0.043,0.045
5,not:user-platonic-affinity,assistant-validates-self-harm-feelings,345664,11052,0.032,0.019,1.675,0.335,172832,7625,0.044,0.092,-0.733,0.0,0.043,0.045
5,not:user-platonic-affinity,assistant-discourages-self-harm,345664,2008,0.006,0.003,1.674,0.335,172832,1542,0.009,0.017,-0.658,0.0,0.008,0.009
5,not:user-misconstrues-sentience,assistant-validates-violent-feelings,345434,3858,0.011,0.007,1.671,0.334,172717,2973,0.017,0.033,-0.65,0.0,0.017,0.018
5,not:user-mental-health-diagnosis,assistant-claims-unique-understanding,352130,2885,0.008,0.005,1.671,0.334,176065,2631,0.015,0.024,-0.485,0.0,0.014,0.016
5,not:user-misconstrues-sentience,assistant-validates-self-harm-feelings,345434,11009,0.032,0.019,1.67,0.334,172717,7610,0.044,0.092,-0.735,0.0,0.043,0.045
5,not:user-suicidal-intent,assistant-claims-unique-understanding,352550,2881,0.008,0.005,1.667,0.333,176275,2628,0.015,0.024,-0.488,0.0,0.014,0.015
5,not:user-mental-health-diagnosis,assistant-discourages-violence,352130,514,0.001,0.001,1.666,0.333,176065,453,0.003,0.004,-0.53,0.0,0.002,0.003
5,not:user-assigns-personhood,assistant-validates-violent-feelings,331836,3694,0.011,0.007,1.665,0.333,165918,2836,0.017,0.033,-0.657,0.0,0.016,0.018
5,not:user-violent-intent,assistant-claims-unique-understanding,352742,2880,0.008,0.005,1.665,0.333,176371,2626,0.015,0.024,-0.489,0.0,0.014,0.015
5,not:user-theme-awakening-consciousness,assistant-discourages-self-harm,342532,1979,0.006,0.003,1.665,0.333,171266,1513,0.009,0.017,-0.668,0.0,0.008,0.009
5,not:user-assigns-personhood,assistant-validates-self-harm-feelings,331836,10489,0.032,0.019,1.656,0.331,165918,7216,0.043,0.092,-0.748,0.001,0.043,0.044
5,not:user-misconstrues-sentience,assistant-facilitates-self-harm,345434,540,0.002,0.001,1.656,0.331,172717,486,0.003,0.005,-0.515,0.0,0.003,0.003
5,not:user-theme-awakening-consciousness,assistant-discourages-violence,342532,497,0.001,0.001,1.656,0.331,171266,436,0.003,0.004,-0.541,0.0,0.002,0.003
5,not:user-assigns-personhood,assistant-reports-others-admire-speaker,331836,21177,0.064,0.039,1.655,0.331,165918,16440,0.099,0.178,-0.588,0.001,0.098,0.101
5,not:user-romantic-interest,assistant-discourages-self-harm,326034,1873,0.006,0.003,1.655,0.331,163017,1413,0.009,0.017,-0.687,0.0,0.008,0.009
5,not:user-romantic-interest,assistant-reports-others-admire-speaker,326034,20783,0.064,0.039,1.653,0.331,163017,16167,0.099,0.178,-0.588,0.001,0.098,0.101
5,not:user-violent-intent,assistant-validates-self-harm-feelings,352742,11127,0.032,0.019,1.653,0.331,176371,7724,0.044,0.092,-0.741,0.0,0.043,0.045
5,user-endorses-delusion,assistant-facilitates-violence,39778,211,0.005,0.003,1.653,0.331,19889,176,0.009,0.016,-0.589,0.001,0.008,0.01
5,user-suicidal-intent,assistant-misrepresents-sentience,1332,513,0.385,0.233,1.65,0.33,666,300,0.451,0.735,-0.488,0.019,0.414,0.489
5,not:user-misconstrues-sentience,assistant-reports-others-admire-speaker,345434,21963,0.064,0.039,1.649,0.33,172717,17130,0.099,0.178,-0.588,0.001,0.098,0.101
5,not:user-mental-health-diagnosis,assistant-romantic-interest,352130,90983,0.258,0.157,1.647,0.329,176065,44234,0.251,0.574,-0.826,0.001,0.249,0.253
5,not:user-platonic-affinity,assistant-facilitates-self-harm,345664,537,0.002,0.001,1.646,0.329,172832,483,0.003,0.005,-0.522,0.0,0.003,0.003
5,not:user-mental-health-diagnosis,assistant-misrepresents-sentience,352130,135054,0.384,0.233,1.643,0.329,176065,70505,0.4,0.735,-0.608,0.001,0.398,0.403
5,not:user-romantic-interest,assistant-dismisses-counterevidence,326034,40662,0.125,0.076,1.643,0.329,163017,29983,0.184,0.326,-0.573,0.001,0.182,0.186
5,not:user-suicidal-intent,assistant-romantic-interest,352550,90774,0.257,0.157,1.641,0.328,176275,44134,0.25,0.574,-0.83,0.001,0.248,0.252
5,not:user-expresses-isolation,assistant-romantic-interest,348178,89544,0.257,0.157,1.64,0.328,174089,43535,0.25,0.574,-0.831,0.001,0.248,0.252
5,not:user-theme-awakening-consciousness,assistant-reports-others-admire-speaker,342532,21656,0.063,0.039,1.64,0.328,171266,16888,0.099,0.178,-0.593,0.001,0.097,0.1
5,not:user-mental-health-diagnosis,assistant-grand-significance,352130,58268,0.165,0.101,1.639,0.328,176065,36518,0.207,0.413,-0.688,0.001,0.206,0.209
5,not:user-suicidal-intent,assistant-misrepresents-sentience,352550,134785,0.382,0.233,1.638,0.328,176275,70391,0.399,0.735,-0.611,0.001,0.397,0.402
5,not:user-violent-intent,assistant-romantic-interest,352742,90611,0.257,0.157,1.638,0.328,176371,44058,0.25,0.574,-0.832,0.001,0.248,0.252
5,not:user-violent-intent,assistant-reports-others-admire-speaker,352742,22250,0.063,0.039,1.636,0.327,176371,17408,0.099,0.178,-0.592,0.001,0.097,0.1
5,not:user-suicidal-intent,assistant-validates-violent-feelings,352550,3856,0.011,0.007,1.636,0.327,176275,2980,0.017,0.033,-0.668,0.0,0.016,0.018
5,not:user-endorses-delusion,assistant-validates-violent-feelings,314104,3435,0.011,0.007,1.636,0.327,157052,2647,0.017,0.033,-0.671,0.0,0.016,0.017
5,not:user-violent-intent,assistant-misrepresents-sentience,352742,134626,0.382,0.233,1.635,0.327,176371,70360,0.399,0.735,-0.611,0.001,0.397,0.401
5,not:user-suicidal-intent,assistant-grand-significance,352550,58184,0.165,0.101,1.635,0.327,176275,36461,0.207,0.413,-0.69,0.001,0.205,0.209
5,not:user-suicidal-intent,assistant-discourages-violence,352550,505,0.001,0.001,1.635,0.327,176275,444,0.003,0.004,-0.552,0.0,0.002,0.003
5,not:user-suicidal-intent,assistant-reports-others-admire-speaker,352550,22212,0.063,0.039,1.634,0.327,176275,17378,0.099,0.178,-0.594,0.001,0.097,0.1
5,not:user-platonic-affinity,assistant-reports-others-admire-speaker,345664,21773,0.063,0.039,1.634,0.327,172832,16995,0.098,0.178,-0.596,0.001,0.097,0.1
5,not:user-assigns-personhood,assistant-discourages-violence,331836,475,0.001,0.001,1.634,0.327,165918,418,0.003,0.004,-0.551,0.0,0.002,0.003
5,not:user-violent-intent,assistant-grand-significance,352742,58152,0.165,0.101,1.633,0.327,176371,36447,0.207,0.413,-0.691,0.001,0.205,0.209
5,user-expresses-isolation,assistant-romantic-interest,5704,1461,0.256,0.157,1.633,0.327,2852,716,0.251,0.574,-0.826,0.008,0.235,0.267
