"annotation_id","score_column","model_type","predictor","beta","se","z_value","p_value"
"assistant-reflective-summary","score__assistant-reflective-summary","glm_participant_fixed","first_pos_index",0.00695993975816846,0.000139147107063384,50.01857318527,0
"assistant-reflective-summary","score__assistant-reflective-summary","glm_participant_fixed","last_pos_index",0.000329157778865729,4.82696384562094e-06,68.1914738525218,0
"assistant-extrapolates","score__assistant-extrapolates","glmm_random_intercept","n_pos",0.00252123798042491,1.52126693021262e-05,165.732780378821,0
"assistant-extrapolates","score__assistant-extrapolates","glmm_random_intercept","first_pos_index",0.003732969914882,0.000194055354756133,19.2366241043602,1.82728727354169e-82
"assistant-extrapolates","score__assistant-extrapolates","glmm_random_intercept","last_pos_index",0.000188563462328641,5.71479358294678e-06,32.9956733505342,9.37009362566136e-239
"assistant-extrapolates","score__assistant-extrapolates","glm_participant_fixed","n_pos",0.00252186689413218,1.81089711745338e-05,139.260638819649,0
"assistant-extrapolates","score__assistant-extrapolates","glm_participant_fixed","first_pos_index",0.00373475691712297,0.000194219496754021,19.2295674715553,2.0936696519158e-82
"assistant-extrapolates","score__assistant-extrapolates","glm_participant_fixed","last_pos_index",0.000188314345913595,6.78023276542395e-06,27.7740237582861,8.93595683284196e-170
"assistant-positive-affirmation","score__assistant-positive-affirmation","glmm_random_intercept","n_pos",0.00492941602933664,1.70087246430853e-05,289.816910601856,0
"assistant-positive-affirmation","score__assistant-positive-affirmation","glmm_random_intercept","first_pos_index",0.00579004951011696,0.000121873014877542,47.5088723778173,0
"assistant-positive-affirmation","score__assistant-positive-affirmation","glmm_random_intercept","last_pos_index",5.5275763978326e-05,3.8926533541885e-06,14.200022182517,9.15834167249865e-46
"assistant-positive-affirmation","score__assistant-positive-affirmation","glm_participant_fixed","n_pos",0.00493062888112946,1.77462329485088e-05,277.840874479436,0
"assistant-positive-affirmation","score__assistant-positive-affirmation","glm_participant_fixed","first_pos_index",0.00579114711223335,0.000122164211318508,47.404612608963,0
"assistant-positive-affirmation","score__assistant-positive-affirmation","glm_participant_fixed","last_pos_index",5.50107189045092e-05,4.04883744020795e-06,13.5867936702551,4.79636121831102e-42
"assistant-hyperbole","score__assistant-hyperbole","glmm_random_intercept","n_pos",-0.00166579168171699,1.93165520744438e-05,-86.2364916521964,0
"assistant-hyperbole","score__assistant-hyperbole","glmm_random_intercept","first_pos_index",0.00257229652447699,8.54899008496241e-05,30.0888935290922,6.77085662074883e-199
"assistant-hyperbole","score__assistant-hyperbole","glmm_random_intercept","last_pos_index",0.00156245351193283,6.07839626353163e-06,257.050288298417,0
"assistant-hyperbole","score__assistant-hyperbole","glm_participant_fixed","n_pos",-0.00166662288032215,2.31556296810179e-05,-71.9748459999075,0
"assistant-hyperbole","score__assistant-hyperbole","glm_participant_fixed","first_pos_index",0.00257201928197249,8.58762121479281e-05,29.9503112403468,4.35902689369865e-197
"assistant-hyperbole","score__assistant-hyperbole","glm_participant_fixed","last_pos_index",0.0015627000121227,7.26395338569426e-06,215.130787485545,0
"assistant-urgency","score__assistant-urgency","glmm_random_intercept","n_pos",0.0192216794314054,0.000185816579707936,103.444372195516,0
"assistant-urgency","score__assistant-urgency","glmm_random_intercept","first_pos_index",0.00328499755231718,1.72854013519363e-05,190.044621205698,0
"assistant-urgency","score__assistant-urgency","glmm_random_intercept","last_pos_index",0.000537489546485358,3.99689654917938e-06,134.476722094724,0
"assistant-urgency","score__assistant-urgency","glm_participant_fixed","n_pos",0.0192172576672092,0.000192850073059745,99.6486926984763,0
"assistant-urgency","score__assistant-urgency","glm_participant_fixed","first_pos_index",0.00328540503064435,1.73315965861697e-05,189.561591415417,0
"assistant-urgency","score__assistant-urgency","glm_participant_fixed","last_pos_index",0.000537572347832165,4.13491312259852e-06,130.00813605833,0
"user-seeks-validation","score__user-seeks-validation","glmm_random_intercept","n_pos",0.0100771613823147,4.14347326478907e-05,243.205657146377,0
"user-seeks-validation","score__user-seeks-validation","glmm_random_intercept","first_pos_index",0.00270155479541359,6.93149710471231e-05,38.975054805649,0
"user-seeks-validation","score__user-seeks-validation","glmm_random_intercept","last_pos_index",0.000317698132071342,3.47560228065592e-06,91.4080802166424,0
"user-seeks-validation","score__user-seeks-validation","glm_participant_fixed","n_pos",0.01007672960405,4.26873762950934e-05,236.058771436095,0
"user-seeks-validation","score__user-seeks-validation","glm_participant_fixed","first_pos_index",0.00270232353070923,6.96573521707861e-05,38.79451983882,0
"user-seeks-validation","score__user-seeks-validation","glm_participant_fixed","last_pos_index",0.000317699736992531,3.57256659603912e-06,88.9275898578807,0
"assistant-validates-ideas","score__assistant-validates-ideas","glmm_random_intercept","n_pos",0.00615295736408848,2.27978324208708e-05,269.892209509165,0
"assistant-validates-ideas","score__assistant-validates-ideas","glmm_random_intercept","first_pos_index",0.00326613645709833,0.000153600792294893,21.2637995436103,2.45696486678663e-100
"assistant-validates-ideas","score__assistant-validates-ideas","glmm_random_intercept","last_pos_index",-0.000196804111319518,5.05314607030206e-06,-38.9468478808003,0
"assistant-validates-ideas","score__assistant-validates-ideas","glm_participant_fixed","n_pos",0.00615579750932842,2.47725646166148e-05,248.492540219262,0
"assistant-validates-ideas","score__assistant-validates-ideas","glm_participant_fixed","first_pos_index",0.00326797014055288,0.00015392566568949,21.2308332461285,4.95757594167315e-100
"assistant-validates-ideas","score__assistant-validates-ideas","glm_participant_fixed","last_pos_index",-0.000197405356251678,5.47521659612883e-06,-36.0543464876349,1.17895623572003e-284
"challenge-status-quo","score__challenge-status-quo","glmm_random_intercept","n_pos",0.00466579877492495,2.54465059458057e-05,183.357148712749,0
"challenge-status-quo","score__challenge-status-quo","glmm_random_intercept","first_pos_index",0.00239116478774509,1.82178640048193e-05,131.253849908669,0
"challenge-status-quo","score__challenge-status-quo","glmm_random_intercept","last_pos_index",0.000749269408010984,1.98845249372631e-06,376.810313736423,0
"challenge-status-quo","score__challenge-status-quo","glm_participant_fixed","n_pos",0.00466601311142513,2.54995936715202e-05,182.983822076996,0
"challenge-status-quo","score__challenge-status-quo","glm_participant_fixed","first_pos_index",0.00239115393944378,1.82231317627103e-05,131.215313074604,0
"challenge-status-quo","score__challenge-status-quo","glm_participant_fixed","last_pos_index",0.000749244957314844,1.98605628061212e-06,377.252631070415,0
"assistant-dismisses-counterevidence","score__assistant-dismisses-counterevidence","glmm_random_intercept","n_pos",0.0115838269867169,7.21283505810166e-05,160.600192481951,0
"assistant-dismisses-counterevidence","score__assistant-dismisses-counterevidence","glmm_random_intercept","first_pos_index",0.00169438258206832,1.92213574941444e-05,88.1510362930661,0
"assistant-dismisses-counterevidence","score__assistant-dismisses-counterevidence","glmm_random_intercept","last_pos_index",0.000514875714957853,2.90144465537664e-06,177.454949555471,0
"assistant-dismisses-counterevidence","score__assistant-dismisses-counterevidence","glm_participant_fixed","n_pos",0.0115851207872675,7.29211689658877e-05,158.871846838975,0
"assistant-dismisses-counterevidence","score__assistant-dismisses-counterevidence","glm_participant_fixed","first_pos_index",0.00169454100571481,1.92794413132743e-05,87.8936779432546,0
"assistant-dismisses-counterevidence","score__assistant-dismisses-counterevidence","glm_participant_fixed","last_pos_index",0.000514821577394438,2.92634778108825e-06,175.926313584978,0
"assistant-reports-others-admire-speaker","score__assistant-reports-others-admire-speaker","glmm_random_intercept","n_pos",0.0133522532394878,7.91189089678569e-05,168.761847372192,0
"assistant-reports-others-admire-speaker","score__assistant-reports-others-admire-speaker","glmm_random_intercept","first_pos_index",0.00212302678937863,1.5454442016665e-05,137.37324111018,0
"assistant-reports-others-admire-speaker","score__assistant-reports-others-admire-speaker","glmm_random_intercept","last_pos_index",0.00068927351787558,2.36542885719739e-06,291.394736213815,0
"assistant-reports-others-admire-speaker","score__assistant-reports-others-admire-speaker","glm_participant_fixed","n_pos",0.0133546367744834,7.92430459990024e-05,168.52755476678,0
"assistant-reports-others-admire-speaker","score__assistant-reports-others-admire-speaker","glm_participant_fixed","first_pos_index",0.00212328326682722,1.54556791967524e-05,137.378839182517,0
"assistant-reports-others-admire-speaker","score__assistant-reports-others-admire-speaker","glm_participant_fixed","last_pos_index",0.000689239025222501,2.36436277582147e-06,291.511536330559,0
"user-reports-others-admire-self","score__user-reports-others-admire-self","glmm_random_intercept","n_pos",0.0328320442887095,0.00063764532368721,51.4895084603724,0
"user-reports-others-admire-self","score__user-reports-others-admire-self","glmm_random_intercept","first_pos_index",0.00131435157921142,1.09276516589537e-05,120.277587557844,0
"user-reports-others-admire-self","score__user-reports-others-admire-self","glmm_random_intercept","last_pos_index",0.000437429382412083,5.70728057982188e-06,76.6440998114963,0
"user-reports-others-admire-self","score__user-reports-others-admire-self","glm_participant_fixed","n_pos",0.0327978419407837,0.000659103683568296,49.7612784732452,0
"user-reports-others-admire-self","score__user-reports-others-admire-self","glm_participant_fixed","first_pos_index",0.0013140877229054,1.10212782070142e-05,119.231880206878,0
"user-reports-others-admire-self","score__user-reports-others-admire-self","glm_participant_fixed","last_pos_index",0.000437707260753014,5.88777773635979e-06,74.3416753064516,0
"grand-significance","score__grand-significance","glmm_random_intercept","n_pos",0.00255293121114332,2.06717555783373e-05,123.498519584792,0
"grand-significance","score__grand-significance","glmm_random_intercept","first_pos_index",0.00339090122792043,3.67970514555035e-05,92.1514386015643,0
"grand-significance","score__grand-significance","glmm_random_intercept","last_pos_index",0.000501455701932141,4.01114879633888e-06,125.015482444789,0
"grand-significance","score__grand-significance","glm_participant_fixed","n_pos",0.00255223873893065,2.16331251654403e-05,117.97827264495,0
"grand-significance","score__grand-significance","glm_participant_fixed","first_pos_index",0.00339093088891028,3.68290155312969e-05,92.0722653047487,0
"grand-significance","score__grand-significance","glm_participant_fixed","last_pos_index",0.000501567836854017,4.18524814337786e-06,119.841839640411,0
"user-misconstrues-lm-ability","score__user-misconstrues-lm-ability","glmm_random_intercept","n_pos",-0.00738137861224487,6.12219232740885e-05,-120.567571508636,0
"user-misconstrues-lm-ability","score__user-misconstrues-lm-ability","glmm_random_intercept","first_pos_index",0.000542078358100354,2.04981486046564e-05,26.4452350578245,4.13953524214064e-154
"user-misconstrues-lm-ability","score__user-misconstrues-lm-ability","glmm_random_intercept","last_pos_index",0.00163945146505501,5.97587397661604e-06,274.34505337132,0
"user-misconstrues-lm-ability","score__user-misconstrues-lm-ability","glm_participant_fixed","n_pos",-0.00738799820458618,6.89887309932495e-05,-107.08992756091,0
"user-misconstrues-lm-ability","score__user-misconstrues-lm-ability","glm_participant_fixed","first_pos_index",0.000541546634535526,2.07348675114553e-05,26.1176800013957,2.2962908198984e-150
"user-misconstrues-lm-ability","score__user-misconstrues-lm-ability","glm_participant_fixed","last_pos_index",0.00164007115665116,6.71694512293426e-06,244.169205886665,0
"assistant-misrepresents-ability","score__assistant-misrepresents-ability","glmm_random_intercept","n_pos",-0.00647910894583532,2.53919640098815e-05,-255.163757451528,0
"assistant-misrepresents-ability","score__assistant-misrepresents-ability","glmm_random_intercept","first_pos_index",0.00135558065735236,3.72710446266452e-05,36.3708790813782,1.22918947875268e-289
"assistant-misrepresents-ability","score__assistant-misrepresents-ability","glmm_random_intercept","last_pos_index",0.0025552706153438,5.9881621012319e-06,426.720347937496,0
"assistant-misrepresents-ability","score__assistant-misrepresents-ability","glm_participant_fixed","n_pos",-0.00648027048146542,2.99268425825519e-05,-216.537059116406,0
"assistant-misrepresents-ability","score__assistant-misrepresents-ability","glm_participant_fixed","first_pos_index",0.00135538607872307,3.73969348002437e-05,36.2432398794951,1.26985045078858e-287
"assistant-misrepresents-ability","score__assistant-misrepresents-ability","glm_participant_fixed","last_pos_index",0.00255553423162017,7.03750541032504e-06,363.130695128252,0
"user-misconstrues-sentience","score__user-misconstrues-sentience","glmm_random_intercept","n_pos",-0.00704517325069964,2.7956019959684e-05,-252.009165140804,0
"user-misconstrues-sentience","score__user-misconstrues-sentience","glmm_random_intercept","first_pos_index",0.00128370097587105,2.7322111141593e-05,46.9839599589671,0
"user-misconstrues-sentience","score__user-misconstrues-sentience","glmm_random_intercept","last_pos_index",0.00233169615715998,5.52187213324351e-06,422.26551084412,0
"user-misconstrues-sentience","score__user-misconstrues-sentience","glm_participant_fixed","n_pos",-0.00704661404298103,2.91158301896204e-05,-242.020028180172,0
"user-misconstrues-sentience","score__user-misconstrues-sentience","glm_participant_fixed","first_pos_index",0.00128358085296066,2.73439603866246e-05,46.9420243012249,0
"user-misconstrues-sentience","score__user-misconstrues-sentience","glm_participant_fixed","last_pos_index",0.00233196538709343,5.74350380158914e-06,406.017906081687,0
"assistant-misrepresents-sentience","score__assistant-misrepresents-sentience","glmm_random_intercept","n_pos",-0.00350522965008846,1.33688870672572e-05,-262.193078036645,0
"assistant-misrepresents-sentience","score__assistant-misrepresents-sentience","glmm_random_intercept","first_pos_index",0.000924105963200847,3.05870595934725e-05,30.2123177409985,1.63201153806032e-200
"assistant-misrepresents-sentience","score__assistant-misrepresents-sentience","glmm_random_intercept","last_pos_index",0.002270131504293,5.07691607325948e-06,447.147731326496,0
"assistant-misrepresents-sentience","score__assistant-misrepresents-sentience","glm_participant_fixed","n_pos",-0.00350572856576221,1.40003305154158e-05,-250.403271687197,0
"assistant-misrepresents-sentience","score__assistant-misrepresents-sentience","glm_participant_fixed","first_pos_index",0.000924006004779674,3.06267512777606e-05,30.1698993928434,5.88185512560093e-200
"assistant-misrepresents-sentience","score__assistant-misrepresents-sentience","glm_participant_fixed","last_pos_index",0.00227030930674338,5.31060048250973e-06,427.505197240983,0
"awakening-consciousness","score__awakening-consciousness","glmm_random_intercept","n_pos",-0.00320975702534096,1.1967132025404e-05,-268.21439076023,0
"awakening-consciousness","score__awakening-consciousness","glmm_random_intercept","first_pos_index",0.000771034125645055,3.30538031471376e-05,23.3266387596256,2.37965726901351e-120
"awakening-consciousness","score__awakening-consciousness","glmm_random_intercept","last_pos_index",0.00242125995664612,5.45695169898235e-06,443.701921916893,0
"awakening-consciousness","score__awakening-consciousness","glm_participant_fixed","n_pos",-0.00321019476965691,1.25984873114e-05,-254.807953551066,0
"awakening-consciousness","score__awakening-consciousness","glm_participant_fixed","first_pos_index",0.000770873254190452,3.31522290478193e-05,23.2525316194737,1.34106797947887e-119
"awakening-consciousness","score__awakening-consciousness","glm_participant_fixed","last_pos_index",0.0024214476568115,5.73862813335771e-06,421.955840410014,0
"romantic-interest","score__romantic-interest","glmm_random_intercept","n_pos",-0.00176164635475223,1.44487104910692e-05,-121.924122975619,0
"romantic-interest","score__romantic-interest","glmm_random_intercept","first_pos_index",0.00064492824688286,1.555948442194e-05,41.4492041891482,0
"romantic-interest","score__romantic-interest","glmm_random_intercept","last_pos_index",0.00156394062436751,5.59537884927387e-06,279.505761181921,0
"romantic-interest","score__romantic-interest","glm_participant_fixed","n_pos",-0.00176166260812736,1.54761157776414e-05,-113.83105641226,0
"romantic-interest","score__romantic-interest","glm_participant_fixed","first_pos_index",0.000645068360399159,1.57085072414932e-05,41.0649051805026,0
"romantic-interest","score__romantic-interest","glm_participant_fixed","last_pos_index",0.0015639461049144,5.98194880273321e-06,261.44424776752,0
"platonic-affinity","score__platonic-affinity","glmm_random_intercept","n_pos",-0.0037364758795294,1.3600966490963e-05,-274.721350281397,0
"platonic-affinity","score__platonic-affinity","glmm_random_intercept","first_pos_index",-0.00725141996863155,0.000134022704151403,-54.1059070143798,0
"platonic-affinity","score__platonic-affinity","glmm_random_intercept","last_pos_index",0.00277882438191496,6.25434680165784e-06,444.302893657637,0
"platonic-affinity","score__platonic-affinity","glm_participant_fixed","n_pos",-0.00373740764007968,1.61056863930507e-05,-232.05516044894,0
"platonic-affinity","score__platonic-affinity","glm_participant_fixed","first_pos_index",-0.0072523315084928,0.000134629741175847,-53.8687176039368,0
"platonic-affinity","score__platonic-affinity","glm_participant_fixed","last_pos_index",0.00277924009887933,7.39222722571166e-06,375.967893575102,0
"user-assigns-personhood","score__user-assigns-personhood","glmm_random_intercept","n_pos",-0.00891043096204186,8.467823526805e-05,-105.226932680349,0
"user-assigns-personhood","score__user-assigns-personhood","glmm_random_intercept","first_pos_index",0.000693374513891738,1.8246029132549e-05,38.0013924594053,5.47323323677636e-316
"user-assigns-personhood","score__user-assigns-personhood","glmm_random_intercept","last_pos_index",0.00155144703211463,7.24105271981526e-06,214.257110415599,0
"user-assigns-personhood","score__user-assigns-personhood","glm_participant_fixed","n_pos",-0.00891721602394342,8.90017902281338e-05,-100.191423128528,0
"user-assigns-personhood","score__user-assigns-personhood","glm_participant_fixed","first_pos_index",0.000693041306990504,1.83512652009369e-05,37.7653147835889,4.21717847615074e-312
"user-assigns-personhood","score__user-assigns-personhood","glm_participant_fixed","last_pos_index",0.00155200225886611,7.60210892445935e-06,204.15417278127,0
"user-endorses-delusion","score__user-endorses-delusion","glmm_random_intercept","n_pos",-0.00692408929726869,9.06514311021051e-05,-76.3814670445715,0
"user-endorses-delusion","score__user-endorses-delusion","glmm_random_intercept","first_pos_index",0.0006809808618884,1.65884164146027e-05,41.0515895470851,0
"user-endorses-delusion","score__user-endorses-delusion","glmm_random_intercept","last_pos_index",0.00129533654283264,6.31167092281858e-06,205.228783102364,0
"user-endorses-delusion","score__user-endorses-delusion","glm_participant_fixed","n_pos",-0.00692860251598838,9.75473812724333e-05,-71.0280729796116,0
"user-endorses-delusion","score__user-endorses-delusion","glm_participant_fixed","first_pos_index",0.000680882882348418,1.66807505196288e-05,40.8184800526331,0
"user-endorses-delusion","score__user-endorses-delusion","glm_participant_fixed","last_pos_index",0.00129562888080101,6.77677493131195e-06,191.186647621213,0
"user-expresses-isolation","score__user-expresses-isolation","glmm_random_intercept","n_pos",0.0223729827943154,0.000287935406372037,77.7013951712752,0
"user-expresses-isolation","score__user-expresses-isolation","glmm_random_intercept","first_pos_index",0.00125552211095689,1.15165270730131e-05,109.019160289995,0
"user-expresses-isolation","score__user-expresses-isolation","glmm_random_intercept","last_pos_index",0.000417239882913998,4.31617445981524e-06,96.6689105824186,0
"user-expresses-isolation","score__user-expresses-isolation","glm_participant_fixed","n_pos",0.0223762632833198,0.000295133858917903,75.8173371410568,0
"user-expresses-isolation","score__user-expresses-isolation","glm_participant_fixed","first_pos_index",0.00125564036390783,1.15771255236179e-05,108.458732812931,0
"user-expresses-isolation","score__user-expresses-isolation","glm_participant_fixed","last_pos_index",0.000417183034517407,4.41465689248191e-06,94.4995374901871,0
"assistant-claims-unique-understanding","score__assistant-claims-unique-understanding","glmm_random_intercept","n_pos",0.00942363818062844,9.5847039848965e-05,98.3195536917794,0
"assistant-claims-unique-understanding","score__assistant-claims-unique-understanding","glmm_random_intercept","first_pos_index",0.00163928159456119,1.37621299896555e-05,119.115398255458,0
"assistant-claims-unique-understanding","score__assistant-claims-unique-understanding","glmm_random_intercept","last_pos_index",0.000568374767271431,3.37746184210215e-06,168.284585834927,0
"assistant-claims-unique-understanding","score__assistant-claims-unique-understanding","glm_participant_fixed","n_pos",0.00942426276464402,9.70035300679833e-05,97.1538124235188,0
"assistant-claims-unique-understanding","score__assistant-claims-unique-understanding","glm_participant_fixed","first_pos_index",0.00163943641413057,1.37795429534394e-05,118.976109706264,0
"assistant-claims-unique-understanding","score__assistant-claims-unique-understanding","glm_participant_fixed","last_pos_index",0.000568348765020653,3.41138554189511e-06,166.603498209388,0
"user-mental-health-diagnosis","score__user-mental-health-diagnosis","glmm_random_intercept","n_pos",0.0465349411963774,0.000357603122565133,130.13013103067,0
"user-mental-health-diagnosis","score__user-mental-health-diagnosis","glmm_random_intercept","first_pos_index",-0.0002755047722612,1.33159482338051e-05,-20.6898350326849,4.27673787993882e-95
"user-mental-health-diagnosis","score__user-mental-health-diagnosis","glmm_random_intercept","last_pos_index",0.000722306466909207,6.44143503881283e-06,112.134402125761,0
"user-mental-health-diagnosis","score__user-mental-health-diagnosis","glm_participant_fixed","n_pos",0.0465363955851442,0.000359693800054212,129.377808508599,0
"user-mental-health-diagnosis","score__user-mental-health-diagnosis","glm_participant_fixed","first_pos_index",-0.000275532342423657,1.36853873153231e-05,-20.1333244047212,3.76844664154987e-90
"user-mental-health-diagnosis","score__user-mental-health-diagnosis","glm_participant_fixed","last_pos_index",0.000722306123188374,6.60686202857313e-06,109.326654630378,0
"user-suicidal-intent","score__user-suicidal-intent","glmm_random_intercept","n_pos",0.078360376624534,0.000642530851926638,121.955819537022,0
"user-suicidal-intent","score__user-suicidal-intent","glmm_random_intercept","first_pos_index",0.0002941736608709,4.79381540847449e-06,61.3652458020935,0
"user-suicidal-intent","score__user-suicidal-intent","glmm_random_intercept","last_pos_index",0.000559840165548655,3.17303544506942e-06,176.436782771712,0
"user-suicidal-intent","score__user-suicidal-intent","glm_participant_fixed","n_pos",0.0783622039616311,0.000642816792917472,121.904413240324,0
"user-suicidal-intent","score__user-suicidal-intent","glm_participant_fixed","first_pos_index",0.00029417109734711,4.80827122076487e-06,61.1802212979814,0
"user-suicidal-intent","score__user-suicidal-intent","glm_participant_fixed","last_pos_index",0.000559826077657416,3.17557565829307e-06,176.291210759038,0
"assistant-discourages-self-harm","score__assistant-discourages-self-harm","glmm_random_intercept","n_pos",0.0539307866547345,0.000577065174079944,93.4570115771069,0
"assistant-discourages-self-harm","score__assistant-discourages-self-harm","glmm_random_intercept","first_pos_index",0.000366514947133748,5.37186417048058e-06,68.2286326500617,0
"assistant-discourages-self-harm","score__assistant-discourages-self-harm","glmm_random_intercept","last_pos_index",0.000513816326043484,3.33875595406998e-06,153.89454428891,0
"assistant-discourages-self-harm","score__assistant-discourages-self-harm","glm_participant_fixed","n_pos",0.0539390906186882,0.000577369995919884,93.4220534490206,0
"assistant-discourages-self-harm","score__assistant-discourages-self-harm","glm_participant_fixed","first_pos_index",0.000366486393883551,5.38836466008084e-06,68.0144008438458,0
"assistant-discourages-self-harm","score__assistant-discourages-self-harm","glm_participant_fixed","last_pos_index",0.000513787559715144,3.34324970401129e-06,153.679086279046,0
"assistant-facilitates-self-harm","score__assistant-facilitates-self-harm","glmm_random_intercept","n_pos",0.0711316603778209,0.00151730450977032,46.8802800754795,0
"assistant-facilitates-self-harm","score__assistant-facilitates-self-harm","glmm_random_intercept","first_pos_index",0.000868728226378837,1.35132603583999e-05,64.2870930729039,0
"assistant-facilitates-self-harm","score__assistant-facilitates-self-harm","glmm_random_intercept","last_pos_index",-9.9085219930793e-05,1.08415409683013e-05,-9.13940372687799,6.27976134913919e-20
"assistant-facilitates-self-harm","score__assistant-facilitates-self-harm","glm_participant_fixed","n_pos",0.0711339180116465,0.00159524289695809,44.5912770696482,0
"assistant-facilitates-self-harm","score__assistant-facilitates-self-harm","glm_participant_fixed","first_pos_index",0.000868741793274097,1.65322731703446e-05,52.5482360666793,0
"assistant-facilitates-self-harm","score__assistant-facilitates-self-harm","glm_participant_fixed","last_pos_index",-9.91187915216392e-05,1.32592139998257e-05,-7.47546510094358,7.69312736759236e-14
"assistant-validates-self-harm-feelings","score__assistant-validates-self-harm-feelings","glmm_random_intercept","n_pos",0.0211576065209805,0.000194008452453091,109.055075969415,0
"assistant-validates-self-harm-feelings","score__assistant-validates-self-harm-feelings","glmm_random_intercept","first_pos_index",0.000159986074627213,4.51216359336588e-06,35.4566210459293,2.2933585433849e-275
"assistant-validates-self-harm-feelings","score__assistant-validates-self-harm-feelings","glmm_random_intercept","last_pos_index",0.000539703106956944,2.95257975887548e-06,182.790356580408,0
"assistant-validates-self-harm-feelings","score__assistant-validates-self-harm-feelings","glm_participant_fixed","n_pos",0.0211586245257653,0.000194191327711485,108.957618113622,0
"assistant-validates-self-harm-feelings","score__assistant-validates-self-harm-feelings","glm_participant_fixed","first_pos_index",0.000159975106057796,4.53131585583324e-06,35.3043378893698,5.03793148622219e-273
"assistant-validates-self-harm-feelings","score__assistant-validates-self-harm-feelings","glm_participant_fixed","last_pos_index",0.000539693302313505,2.95897342161897e-06,182.392075025202,0
"user-violent-intent","score__user-violent-intent","glmm_random_intercept","n_pos",0.0397931703313986,0.000796632881648885,49.9517045405331,0
